T_s,Sae_g
0.001,0.8386881227786752
0.004132016257652931,0.902230853158745
0.007264032515305861,0.9657735835388146
0.010396048772958792,1.0293163139188843
0.01352806503061172,1.092859044298954
0.016660081288264652,1.1564017746790238
0.019792097545917584,1.2199445050590936
0.02292411380357051,1.2834872354391633
0.026056130061223443,1.347029965819233
0.029188146318876375,1.4105726961993026
0.0323201625765293,1.4741154265793726
0.03545217883418223,1.537658156959442
0.038584195091835166,1.601200887339512
0.041716211349488094,1.6647436177195816
0.04484822760714102,1.7282863480996513
0.04798024386479396,1.791829078479721
0.051112260122446886,1.8553718088597908
0.054244276380099814,1.9189145392398603
0.05737629263775275,1.9824572696199303
0.06050830889540568,2.046
0.06885428253615128,2.046
0.0772002561768969,2.046
0.08554622981764251,2.046
0.09389220345838811,2.046
0.10223817709913371,2.046
0.11058415073987933,2.046
0.11893012438062495,2.046
0.12727609802137055,2.046
0.13562207166211615,2.046
0.14396804530286178,2.046
0.15231401894360738,2.046
0.16065999258435298,2.046
0.1690059662250986,2.046
0.1773519398658442,2.046
0.18569791350658982,2.046
0.19404388714733542,2.046
0.20238986078808102,2.046
0.21073583442882662,2.046
0.21908180806957225,2.046
0.22742778171031786,2.046
0.23577375535106346,2.046
0.2441197289918091,2.046
0.2524657026325547,2.046
0.26081167627330026,2.046
0.2691576499140459,2.046
0.2775036235547915,2.046
0.28584959719553715,2.046
0.2941955708362827,2.046
0.30254154447702836,2.046
0.3196875894823109,1.936265342681533
0.33683363448759346,1.8377024638339658
0.353979679492876,1.7486879497907948
0.3711257244981585,1.6678983943703192
0.3882717695034411,1.594244157363375
0.4054178145087236,1.5268199320498301
0.42256385951400616,1.4648673474156462
0.4397099045192887,1.4077463201032951
0.45685594952457126,1.3549128574207352
0.4740019945298538,1.3059016779327368
0.4911480395351363,1.260312472357364
0.5082940845404189,1.2177989451907105
0.5254401295457014,1.1780600018791694
0.5425861745509839,1.1408326069352066
0.5597322195562665,1.1058859546994073
0.5768782645615491,1.0730166796463811
0.5940243095668316,1.0420448961952093
0.6111703545721141,1.0128109051254088
0.6283163995773967,0.9851724392620296
0.6454624445826793,0.9590023481539837
0.6626084895879618,0.9341866422280833
0.6797545345932443,0.9106228329471917
0.6969005795985268,0.8882185179937659
0.7140466246038094,0.8668901702930866
0.731192669609092,0.846562097416715
0.7483387146143745,0.8271655440397415
0.765484759619657,0.8086379150220571
0.7826308046249395,0.790922100615045
0.7997768496302221,0.7739658884677588
0.8169228946355047,0.7577214496800042
0.8340689396407872,0.742144888246993
0.8512149846460697,0.7271958449572837
0.8683610296513522,0.712837148217636
0.8855070746566349,0.6990345054442665
0.9026531196619174,0.6857562296265505
0.9197991646671999,0.6729729964736003
0.9369452096724824,0.6606576282260699
0.9540912546777651,0.6487849007787637
0.9712372996830476,0.637331371233378
0.9883833446883301,0.6262752234004825
1.0055293896936126,0.6155961291082809
1.022675434698895,0.605275123463048
1.0398214797041778,0.5952944924508593
1.0569675247094603,0.5856376714792169
1.0741135697147428,0.576289153636138
1.0912596147200253,0.5672344065979307
1.108405659725308,0.5584597972491447
1.1255517047305905,0.5499525231923152
1.142697749735873,0.5417005504238349
1.1598437947411555,0.5336925565378771
1.176989839746438,0.5259178788946494
1.1941358847517207,0.5183664672540175
1.2112819297570032,0.5110288404320358
1.2284279747622857,0.5038960465873331
1.2455740197675682,0.4969596267875828
1.2627200647728507,0.49021158154428407
1.2798661097781334,0.48364434003749385
1.297012154783416,0.47725073178158833
1.3141581997886984,0.4710239605091138
1.331304244793981,0.464957580072758
1.3484502897992634,0.45904547218581354
1.3655963348045461,0.45328182583954846
1.3827423798098286,0.447661118251928
1.399888424815111,0.4421780972163934
1.4170344698203936,0.4368277647321148
1.434180514825676,0.43160536180847436
1.4513265598309588,0.42650635434667244
1.4684726048362413,0.42152642001042206
1.4856186498415238,0.41666143600582217
1.5027646948468063,0.41190746769779657
1.519910739852089,0.4072607579970376
1.5370567848573715,0.402717717457289
1.554202829862654,0.3982749150281122
1.5713488748679365,0.3939290694130695
1.588494919873219,0.38967704098758066
1.6056409648785017,0.38551582423461617
1.6227870098837842,0.381442540659929
1.6399330548890667,0.37745443215172725
1.6570790998943492,0.37354885475259797
1.674225144899632,0.36972327281412826
1.6913711899049144,0.3659752535070666
1.708517234910197,0.36230246166204805
1.7256632799154794,0.35870265491789205
1.742809324920762,0.35517367915629167
1.7599553699260446,0.3517134642033628
1.7771014149313271,0.34832001978003047
1.7942474599366096,0.3449914316846067
1.811393504941892,0.34172585819217505
1.8285395499471746,0.3385215266565509
1.8456855949524573,0.3353767303016442
1.8628316399577398,0.3322898251900223
1.8799776849630223,0.32925922735735835
1.8971237299683048,0.32628341010227185
1.9142697749735875,0.323360901421818
1.93141581997887,0.3204902815835753
1.9485618649841525,0.3176701808259161
1.965707909989435,0.3148992771786358
1.9828539549947175,0.3121762943966537
2.0,0.3095
2.0408163265306123,0.30330999999999997
2.0816326530612246,0.2973627450980392
2.122448979591837,0.29164423076923074
2.163265306122449,0.2861415094339622
2.204081632653061,0.28084259259259264
2.2448979591836733,0.27573636363636367
2.2857142857142856,0.2708125
2.326530612244898,0.26606140350877194
2.36734693877551,0.26147413793103447
2.4081632653061225,0.25704237288135595
2.4489795918367347,0.2527583333333333
2.489795918367347,0.24861475409836065
2.5306122448979593,0.2446048387096774
2.571428571428571,0.24072222222222225
2.6122448979591835,0.23696093750000002
2.6530612244897958,0.23331538461538462
2.693877551020408,0.22978030303030303
2.7346938775510203,0.22635074626865673
2.7755102040816326,0.2230220588235294
2.816326530612245,0.21978985507246376
2.857142857142857,0.21664999999999998
2.8979591836734695,0.21359859154929575
2.9387755102040813,0.21063194444444447
2.979591836734694,0.20774657534246574
3.020408163265306,0.2049391891891892
3.061224489795918,0.20220666666666667
3.1020408163265305,0.19954605263157896
3.142857142857143,0.19695454545454547
3.183673469387755,0.1944294871794872
3.224489795918367,0.19196835443037977
3.2653061224489797,0.18956874999999998
3.3061224489795915,0.18722839506172842
3.3469387755102042,0.1849451219512195
3.387755102040816,0.18271686746987953
3.4285714285714284,0.18054166666666668
3.4693877551020407,0.17841764705882354
3.510204081632653,0.17634302325581397
3.5510204081632653,0.17431609195402298
3.591836734693877,0.1723352272727273
3.63265306122449,0.1703988764044944
3.6734693877551017,0.16850555555555558
3.7142857142857144,0.16665384615384615
3.7551020408163263,0.16484239130434783
3.7959183673469385,0.1630698924731183
3.836734693877551,0.16133510638297874
3.877551020408163,0.15963684210526316
3.9183673469387754,0.15797395833333333
3.9591836734693877,0.15634536082474226
4.0,0.15475
